KANWIL;AREA;CABANG;TIPE;ASPEK;ELEMENT;SCORE
KANWIL SURABAYA;AREA MADIUN;CP TULUNGAGUNG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MADIUN;CP BOJONEGORO;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 1;CP GRESIK;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA SURABAYA 1;CPS KEBOMAS;SYARIAH;FRONTLINER;FRONTLINER;62,5
KANWIL SURABAYA;AREA SURABAYA 1;CP SEDAYU;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA PAMEKASAN;CPS PAMEKASAN;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 1;CPS BLAURAN;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MADIUN;CP KEDIRI;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SURABAYA;AREA SURABAYA 1;CP DINOYOTANGSI;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA PROBOLINGGO;CP LUMAJANG;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA YOGYAKARTA;CP BASEN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SEMARANG;AREA SURAKARTA;CP KARTASURA;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL SEMARANG;AREA SEMARANG;CP UNGARAN;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL SURABAYA;AREA PAMEKASAN;CPS PAMOLOKAN;SYARIAH;FRONTLINER;FRONTLINER;45,83333333
KANWIL SURABAYA;AREA PROBOLINGGO;CP PANDAAN;KONVEN;FRONTLINER;FRONTLINER;95,83333333
KANWIL SEMARANG;AREA YOGYAKARTA;CPS KUSUMANEGARA;SYARIAH;FRONTLINER;FRONTLINER;75
KANWIL SEMARANG;AREA YOGYAKARTA;CP BANTUL;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA YOGYAKARTA;CP NGUPASAN;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL SURABAYA;AREA MALANG;CP MALANG;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SURABAYA;AREA SURABAYA 1;CP LAMONGAN;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL SURABAYA;AREA MADIUN;CP BABAT;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SURABAYA;AREA MADIUN;CP TUBAN;KONVEN;FRONTLINER;FRONTLINER;54,16666667
KANWIL SURABAYA;AREA SURABAYA 1;CP BRATANG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 1;CP MULYOSARI;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 2;CP MANUKAN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 1;CP KALIANYAR;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SURABAYA;AREA SURABAYA 1;CP BENTENG;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SURABAYA;AREA PROBOLINGGO;CP BESUKI;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA MALANG;CP RAMPAL;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MADIUN;CPS PASAR LEGI;SYARIAH;FRONTLINER;FRONTLINER;75
KANWIL SURABAYA;AREA JEMBER;CP ASEMBAGUS;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL SURABAYA;AREA MADIUN;CP JOMBANG;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA PROBOLINGGO;CP SITUBONDO;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SURABAYA;AREA JEMBER;CP BANYUWANGI;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA JEMBER;CP ROGOJAMPI;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SURABAYA;AREA JEMBER;CP GENTENG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 2;CP SEPANJANG;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SURABAYA;AREA JEMBER;CP BONDOWOSO;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL SURABAYA;AREA SURABAYA 2;CP SIDOARJO;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 2;CP GEDANGAN;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL SURABAYA;AREA MADIUN;CP PONOROGO;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 2;CPS SIDOARJO;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA PAMEKASAN;CPS JOKOTOLE;SYARIAH;FRONTLINER;FRONTLINER;50
KANWIL SURABAYA;AREA PAMEKASAN;CPS SAMPANG;SYARIAH;FRONTLINER;FRONTLINER;45,83333333
KANWIL SURABAYA;AREA PAMEKASAN;CPS SAMPANG KOTA;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MALANG;CP BLITAR;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SEMARANG;AREA SURAKARTA;CP SUKOHARJO;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SEMARANG;AREA SURAKARTA;CP COKRONEGARAN;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL SEMARANG;AREA PATI;CP KUDUS;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA YOGYAKARTA;CP KENTUNGAN;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SEMARANG;AREA YOGYAKARTA;CP PURWOREJO;KONVEN;FRONTLINER;FRONTLINER;91,66666667
KANWIL SEMARANG;AREA PATI;CP PATI;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL SEMARANG;AREA PATI;CP PURWODADI;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL SEMARANG;AREA PATI;CP BLORA;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SEMARANG;AREA PURWOKERTO;CP PURBALINGGA;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SEMARANG;AREA PATI;CP JEPARA;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL SEMARANG;AREA YOGYAKARTA;CP MAGELANG;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SEMARANG;AREA PATI;CP GUBUG;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SEMARANG;AREA YOGYAKARTA;CP SLEMAN;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA PATI;CP REMBANG;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SURABAYA;AREA PROBOLINGGO;CP KRAKSAAN;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SURABAYA;AREA SURABAYA 2;CP MOJOKERTO;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA SURABAYA 2;CP MOJOSARI;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL SURABAYA;AREA JEMBER;CP TEGALBOTO;KONVEN;FRONTLINER;FRONTLINER;54,16666667
KANWIL SURABAYA;AREA SURABAYA 1;CPS BABAKAN;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA JEMBER;CPS A YANI;SYARIAH;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA PROBOLINGGO;CP PROBOLINGGO;KONVEN;FRONTLINER;FRONTLINER;91,66666667
KANWIL DENPASAR;AREA AMPENAN;CP KRUAK;KONVEN;FRONTLINER;FRONTLINER;91,66666667
KANWIL DENPASAR;AREA DENPASAR;CP GIANYAR;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA KUPANG;CP OEPURA;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL MAKASAR;AREA MAKASAR 1;CP TAMALANREA;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL MAKASAR;AREA MAKASAR 2;CP MARISO;KONVEN;FRONTLINER;FRONTLINER;33,33333333
KANWIL MAKASAR;AREA AMBON;CP AMBON;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL MAKASAR;AREA MAKASAR 1;CP BONTOALA;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL MAKASAR;AREA MAKASAR 2;CP PARANGTAMBUNG;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL MAKASAR;AREA KENDARI;CPS KENDARI;SYARIAH;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA DENPASAR;CP UBUD;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA DENPASAR;CP UBUNG;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA DENPASAR;CP TOHPATI;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA AMPENAN;CP GERUNG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA DENPASAR;CP DENPASAR;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL DENPASAR;AREA DOMPU;CP SUMBAWA BESAR;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL DENPASAR;AREA AMPENAN;CPS PSR RENTENG;SYARIAH;FRONTLINER;FRONTLINER;66,66666667
KANWIL DENPASAR;AREA AMPENAN;CP KOPANG;KONVEN;FRONTLINER;FRONTLINER;91,66666667
KANWIL DENPASAR;AREA AMPENAN;CP AMPENAN;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA DENPASAR;CP KEROBOKAN;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL DENPASAR;AREA KUPANG;CP KUPANG;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA DENPASAR;CP TABANAN;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL DENPASAR;AREA DENPASAR;CP SESETAN I;KONVEN;FRONTLINER;FRONTLINER;91,66666667
KANWIL DENPASAR;AREA AMPENAN;CP PRAYA;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA AMPENAN;CPS CAKRANEGARA;SYARIAH;FRONTLINER;FRONTLINER;66,66666667
KANWIL DENPASAR;AREA KUPANG;CP OESAPA;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL DENPASAR;AREA DENPASAR;CP BANGLI;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA DOMPU;CP ALAS;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL DENPASAR;AREA DOMPU;CP TALIWANG;KONVEN;FRONTLINER;FRONTLINER;33,33333333
KANWIL DENPASAR;AREA AMPENAN;CP MASBAGIK;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL DENPASAR;AREA AMPENAN;CP SELONG;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL DENPASAR;AREA AMPENAN;CP SAKRA;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA KUPANG;CPS KUPANG;SYARIAH;FRONTLINER;FRONTLINER;91,66666667
KANWIL DENPASAR;AREA ENDE;CP PRAILIU;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL DENPASAR;AREA ENDE;CP WAINGAPU;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL DENPASAR;AREA DOMPU;CP EMPANG;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL DENPASAR;AREA AMPENAN;CP SWETA;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA AMPENAN;CP AIKMEL;KONVEN;FRONTLINER;FRONTLINER;37,5
KANWIL DENPASAR;AREA ENDE;CP MAUMERE;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL DENPASAR;AREA AMPENAN;CP TANJUNG LOR;KONVEN;FRONTLINER;FRONTLINER;29,16666667
KANWIL DENPASAR;AREA DOMPU;CPS PASAR GINTE;SYARIAH;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA DOMPU;CP BOLOSILA;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA KUPANG;CP SOE;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL DENPASAR;AREA KUPANG;CP KEFAMENANU;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL DENPASAR;AREA DENPASAR;CPS KARTINI;SYARIAH;FRONTLINER;FRONTLINER;70,83333333
KANWIL DENPASAR;AREA DOMPU;CP BIMA;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL DENPASAR;AREA DOMPU;CP RASANAE;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL MAKASAR;AREA PARE-PARE;CP WATANSOPPENG;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL MAKASAR;AREA PARE-PARE;CP DUA PITUE;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL MAKASAR;AREA BANTAENG;CP SELAYAR;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL MAKASAR;AREA AMBON;CP PASSO;KONVEN;FRONTLINER;FRONTLINER;45,83333333
KANWIL MAKASAR;AREA PALOPO;CPS L U W U;SYARIAH;FRONTLINER;FRONTLINER;45,83333333
KANWIL MAKASAR;AREA MAKASAR 1;CPS PANGKEP;SYARIAH;FRONTLINER;FRONTLINER;66,66666667
KANWIL MAKASAR;AREA BANTAENG;CPS UJUNG BULU;SYARIAH;FRONTLINER;FRONTLINER;91,66666667
KANWIL MAKASAR;AREA MAKASAR 2;CPS HASANUDDIN;SYARIAH;FRONTLINER;FRONTLINER;62,5
KANWIL MAKASAR;AREA MAKASAR 1;CPS CENTRAL;SYARIAH;FRONTLINER;FRONTLINER;54,16666667
KANWIL SEMARANG;AREA SEMARANG;CP PONCOL;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SEMARANG;AREA SEMARANG;CP NGALIYAN;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA TEGAL;CP BATANG;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA TEGAL;CP KEJAMBON;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL SEMARANG;AREA SEMARANG;CP KENDAL;KONVEN;FRONTLINER;FRONTLINER;54,16666667
KANWIL SEMARANG;AREA SEMARANG;CP SALATIGA SELATAN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SEMARANG;AREA PURWOKERTO;CP CILACAP;KONVEN;FRONTLINER;FRONTLINER;29,16666667
KANWIL SEMARANG;AREA SURAKARTA;CP SRAGEN;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL SEMARANG;AREA SURAKARTA;CP KARANGANYAR;KONVEN;FRONTLINER;FRONTLINER;45,83333333
KANWIL SEMARANG;AREA PURWOKERTO;CPS PASAR WAGE;SYARIAH;FRONTLINER;FRONTLINER;50
KANWIL SEMARANG;AREA SURAKARTA;CP JATISRONO;KONVEN;FRONTLINER;FRONTLINER;37,5
KANWIL SEMARANG;AREA TEGAL;CP TEGAL;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SEMARANG;AREA SEMARANG;CP KALIBANTENG;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SEMARANG;AREA YOGYAKARTA;CP SENTUL;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SEMARANG;AREA TEGAL;CP PEKALONGAN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SEMARANG;AREA SURAKARTA;CP WONOGIRI;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SEMARANG;AREA PURWOKERTO;CP KEBUMEN;KONVEN;FRONTLINER;FRONTLINER;91,66666667
KANWIL SEMARANG;AREA PURWOKERTO;CP PURWOKERTO;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SEMARANG;AREA TEGAL;CP BREBES;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL SEMARANG;AREA PATI;CPS PASAR NGABUL;SYARIAH;FRONTLINER;FRONTLINER;66,66666667
KANWIL SEMARANG;AREA SEMARANG;CPS MAJAPAHIT;SYARIAH;FRONTLINER;FRONTLINER;95,83333333
KANWIL SEMARANG;AREA SEMARANG;CPS KALIGARANG;SYARIAH;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA MALANG;CP TLOGOMAS;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SURABAYA;AREA PAMEKASAN;CPS KETAPANG;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA PROBOLINGGO;CPS PROBOLINGGO;SYARIAH;FRONTLINER;FRONTLINER;83,33333333
KANWIL MAKASAR;AREA MAKASAR 2;CP PANAKKUKANG;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL SEMARANG;AREA TEGAL;CP SLAWI;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SEMARANG;AREA TEGAL;CP PEMALANG;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL SEMARANG;AREA SURAKARTA;CPS SOLO BARU;SYARIAH;FRONTLINER;FRONTLINER;66,66666667
KANWIL SURABAYA;AREA PAMEKASAN;CPS PASEAN;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA PAMEKASAN;CPS PRENDUAN;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA DENPASAR;CP KRENENG;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA DENPASAR;CP NEGARA;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL DENPASAR;AREA DENPASAR;CP SEMARAPURA;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL DENPASAR;AREA DENPASAR;CP AMLAPURA;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL DENPASAR;AREA DENPASAR;CP MENGWI;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA DOMPU;CP SAPE;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA KUPANG;CP ATAMBUA;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL DENPASAR;AREA DENPASAR;CP SINGARAJA;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL DENPASAR;AREA DOMPU;CP TENTE;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA DENPASAR;CP KUTA;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL DENPASAR;AREA DOMPU;CP DOMPU;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL DENPASAR;AREA AMPENAN;CP MATARAM;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL DENPASAR;AREA ENDE;CP ENDE;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA ENDE;CP WOLOWONA;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA ENDE;CPS ENDE;SYARIAH;FRONTLINER;FRONTLINER;62,5
KANWIL MAKASAR;AREA PARE-PARE;CPS PANGKAJENE;SYARIAH;FRONTLINER;FRONTLINER;87,5
KANWIL SEMARANG;AREA TEGAL;CPS PONOLAWEN;SYARIAH;FRONTLINER;FRONTLINER;70,83333333
KANWIL DENPASAR;AREA DENPASAR;CP HARDYS;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL DENPASAR;AREA ENDE;CP LABUAN BAJO;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL DENPASAR;AREA DENPASAR;CP RENON;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL DENPASAR;AREA ENDE;CP WAIKABUBAK;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL DENPASAR;AREA DENPASAR;CP JIMBARAN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL DENPASAR;AREA ENDE;CP WAITABULA;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL DENPASAR;AREA ENDE;CP LARANTUKA;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL MAKASAR;AREA BANTAENG;CP WATAMPONE;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SURABAYA;AREA MALANG;CP BLIMBING;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MADIUN;CP MADIUN;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL SURABAYA;AREA SURABAYA 1;CP WONOKROMO;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MALANG;CP KEPANJEN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA JEMBER;CP JEMBER;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MADIUN;CP MAGETAN;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL SURABAYA;AREA MALANG;CP TUREN;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL SURABAYA;AREA MALANG;CPS LANDUNGSARI;SYARIAH;FRONTLINER;FRONTLINER;62,5
KANWIL DENPASAR;AREA ENDE;CP RUTENG;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL SURABAYA;AREA MADIUN;CP NGAWI;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL SURABAYA;AREA SURABAYA 2;CP WIYUNG;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL SEMARANG;AREA SEMARANG;CP BANYUMANIK;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL SURABAYA;AREA MADIUN;CP NGANJUK;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL DENPASAR;AREA DENPASAR;CP GATOT SUBROTO;SYARIAH;FRONTLINER;FRONTLINER;70,83333333
KANWIL SURABAYA;AREA SURABAYA 2;CP JEMURSARI;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SIANTAN;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BARABAI;KONVEN;FRONTLINER;FRONTLINER;45,83333333
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP TABALONG;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BATU LICIN;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SUNGAI PINANG;KONVEN;FRONTLINER;FRONTLINER;50
KANWIL BALIKPAPAN;AREA PONTIANAK;CP JERUJU;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA SAMARINDA;CPS PASAR MERDEKA;SYARIAH;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KEMUNING;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP PONTIANAK;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI RAYA;KONVEN;FRONTLINER;FRONTLINER;83,33333333
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SUNGAI JAWI;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SAMARINDA;KONVEN;FRONTLINER;FRONTLINER;87,5
KANWIL BALIKPAPAN;AREA SAMARINDA;CP TENGGARONG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA BANJARMASIN;CPS KEBUN BUNGA;SYARIAH;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP BANJARBARU;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINTANG;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SANGGAU;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP AIR PUTIH;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP KAYU TANGI;KONVEN;FRONTLINER;FRONTLINER;58,33333333
KANWIL BALIKPAPAN;AREA TARAKAN;CP BONTANG;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL BALIKPAPAN;AREA TARAKAN;CPS BONTANG;SYARIAH;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA TARAKAN;CP SANGGATTA;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA PONTIANAK;CP KETAPANG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA PONTIANAK;CP SINGKAWANG;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP KAMPUNG BARU;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP MANGGAR;KONVEN;FRONTLINER;FRONTLINER;33,33333333
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP DAMAI;KONVEN;FRONTLINER;FRONTLINER;79,16666667
KANWIL BALIKPAPAN;AREA SAMARINDA;CP SEMPAJA;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP BALIKPAPAN BARU;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP GUNUNG KAWI;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP RAPAK;KONVEN;FRONTLINER;FRONTLINER;75
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP BATU AMPAR;KONVEN;FRONTLINER;FRONTLINER;62,5
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CPS GUNUNG SARI;SYARIAH;FRONTLINER;FRONTLINER;70,83333333
KANWIL BALIKPAPAN;AREA PONTIANAK;CP MEMPAWAH;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL BALIKPAPAN;AREA SAMARINDA;CP LOA JANAN;KONVEN;FRONTLINER;FRONTLINER;70,83333333
KANWIL BALIKPAPAN;AREA TARAKAN;CP TANJUNG SELOR;KONVEN;FRONTLINER;FRONTLINER;45,83333333
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP BALIKPAPAN;KONVEN;FRONTLINER;FRONTLINER;41,66666667
KANWIL BALIKPAPAN;AREA BALIKPAPAN;CP PENAJAM;KONVEN;FRONTLINER;FRONTLINER;0
KANWIL BALIKPAPAN;AREA TARAKAN;CP MALINAU;KONVEN;FRONTLINER;FRONTLINER;45,83333333
KANWIL BALIKPAPAN;AREA TARAKAN;CP NUNUKAN;KONVEN;FRONTLINER;FRONTLINER;66,66666667
KANWIL BALIKPAPAN;AREA PONTIANAK;CPS AHMAD YANI;SYARIAH;FRONTLINER;FRONTLINER;87,5
KANWIL BALIKPAPAN;AREA BANJARMASIN;CP SAMPIT;KONVEN;FRONTLINER;FRONTLINER;0
