KANWIL;AREA;CABANG;KATEGORI;ASPEK;ELEMENT;SCORE
KANWIL MAKASAR; AREA KENDARI;UPC LAWATA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA MAKASAR 2;UPC TODDOPULI BARU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL MAKASAR; AREA PALOPO;UPC ATAPANGE;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL BALIKPAPAN; AREA BANJARMASIN;UPC GUNUNG MAS;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );92.5
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPS BANGUN CIPTA SARANA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL DENPASAR; AREA DOMPU;UPS TAMAN KOTA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );80
KANWIL MANADO; AREA PALU;UPC PANASAKAN;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MANADO; AREA JAYAPURA;UPC KOTA BARU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );110
KANWIL MAKASAR; AREA PALOPO;UPC SABANG PARU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BALIKPAPAN; AREA SAMARINDA;UPC PASAR MANGKURAWANG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL PEKANBARU; AREA PEKANBARU;UPC SOREK;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL JAKARTA 1; AREA SENEN;UPS TAMAN SOLO GAJAH MADA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MANADO; AREA MANADO 2;UPC KAO;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BANDUNG; AREA CIREBON;UPS KARANGSINOM;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPC BONTO BULAENG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA AMPENAN;UPS PRINGGARATA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );92.5
KANWIL BALIKPAPAN; AREA TARAKAN;UPC PASAR GAYAM;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL PEKANBARU; AREA BATAM;UPC DABO SINGKEP;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL PEKANBARU; AREA PADANG;UPC LINTAU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL MANADO; AREA MANADO 1;UPC BAILANG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );80
KANWIL JAKARTA 2; AREA TANGERANG;UPS MALABAR;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA MAKASAR 1;UPC PARUMPA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SURABAYA; AREA SURABAYA 1;UPS SUCI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );25
KANWIL JAKARTA 1; AREA BOGOR;UPS PONDOK DUTA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MANADO; AREA GORONTALO;UPS  PASAR SERASI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );92.5
KANWIL MAKASAR; AREA BANTAENG;UPC PASAR SENTRAL BULUKUMBA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );110
KANWIL MEDAN; AREA MEDAN 1;UPC BRASTAGI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );97.5
KANWIL BANDUNG; AREA BANDUNG 1;UPS KEBON KOPI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL MAKASAR; AREA AMBON;UPC PANGKALAN;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL JAKARTA 1; AREA KRAMATJATI;UPS EMPAT DELAPAN;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SEMARANG; AREA PATI;UPS PASAR BINTORO DEMAK;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA DENPASAR 2;UPS NANGKA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL JAKARTA 2; AREA CIRENDEU;UPS PONDOK CABE;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL SEMARANG; AREA TEGAL;UPS WARUNGASEM;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL BANDUNG; AREA BANDUNG 2;UPS GRIYA PLERED INDAH;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SURABAYA; AREA PROBOLINGGO;UPS UNTUNG SUROPATI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );92.5
KANWIL SEMARANG; AREA SEMARANG;UPS KENDAL PERMAI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SEMARANG; AREA SURAKARTA;UPS PASAR DELANGGU KERTEN;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA DENPASAR;UPS AYANI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );105
KANWIL JAKARTA 2; AREA KALIDERES;UPS CITRA NIAGA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL JAKARTA 1; AREA JATIWARINGIN;UPS PERJUANGAN BARU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SURABAYA; AREA MALANG;UPS PSR GADANG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );110
KANWIL JAKARTA 2; AREA KEBAYORAN BARU;UPS SILIWANGI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SEMARANG; AREA PURWOKERTO;UPS PSR SANGKAL PUTUNG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL SEMARANG; AREA YOGYAKARTA;UPS PASAR TELLO;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL BANDUNG; AREA TASIKMALAYA;UPS  AHMAD DAHLAN;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL JAKARTA 1; AREA BEKASI;UPS KARTINI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL SURABAYA; AREA SURABAYA 2;UPS KARANGPILANG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL SURABAYA; AREA JEMBER;UPS PASAR TANJUNG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL SURABAYA; AREA MADIUN;UPS JOMBANG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BALIKPAPAN; AREA PONTIANAK;BRI UNIT BATU BUIL SINTANG;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL BALIKPAPAN; AREA BANJARMASIN;BRI UNIT KERENG PANGI PALANGKA;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA ENDE;BRI UNIT SURISINA BAJAWA;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA KUPANG;BRI UNIT BUSALANGGA KUPANG;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA DENPASAR;BRI UNIT GUMBRIH;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA PALOPO;BRI UNIT MENGKENDEK MAKALE;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA MAKASAR 1;BRI UNIT BONTO POLE PANGKEP;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MANADO; AREA SORONG;UPC BRI UNIT KARANG SENANG;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MANADO; AREA MANADO 1;UPC BRI UNIT LIRUNG;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT LAGUBOTI;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT BATANG SERANGAN;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MEDAN; AREA RANTAU PRAPAT;UPC BRI UNIT DAMULI RANTAUPRAPAT;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MEDAN; AREA MEDAN 2;UPC BRI UNIT TALUN KENAS;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL PALEMBANG; AREA JAMBI;BRI UNIT O MANGUN HARJO;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL PEKANBARU; AREA PADANG;UPC BRI UNIT ALAHAN PANJANG SOLOK;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SEMARANG; AREA TEGAL;BRI UNIT TUWEL SLAWI;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SURABAYA; AREA SURABAYA 2;BRI UNIT SIMO ANGIN-ANGIN;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL JAKARTA 1; AREA BEKASI;BRI UNIT KERTASARI;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA PALOPO;BRI UNIT LAKAWALI MASAMBA;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SURABAYA; AREA MADIUN;BRI UNIT JIWAN;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA KUPANG;BRI UNIT NOEMUTI KEFAMENANU;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MEDAN; AREA MEDAN 1;UPC BRI UNIT SARIBU DOLOK;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SEMARANG; AREA SURAKARTA;BRI UNIT JATIROTO;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL SEMARANG; AREA PURWOKERTO;BRI UNIT LINGGAPURA;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL BANDUNG; AREA CIREBON;BRI UNIT BUGIS;collocation;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL PALEMBANG; AREA PALEMBANG;CP MUARAENIM;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL SEMARANG; AREA YOGYAKARTA;UPC Sidoarum;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MANADO; AREA PALU;CP POSO;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA PARE-PARE;CP SIDRAP;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA ENDE;CP PRAILIU;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA DOMPU;CP SUMBAWA BESAR;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );37.5
KANWIL DENPASAR; AREA KUPANG;UPC SOEKARNO HATTA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL DENPASAR; AREA DOMPU;CP ALAS;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );37.5
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN RUKU;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA DOMPU;CP EMPANG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );37.5
KANWIL DENPASAR; AREA ENDE;UPC LEWA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );25
KANWIL DENPASAR; AREA KUPANG;UPC BAKUNASE;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP BATU AMPAR;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL PEKANBARU; AREA PADANG;CP ULAK KARANG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL MAKASAR; AREA BANTAENG;UPS BONE;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MAKASAR; AREA KENDARI;UPS. BOMBANA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL JAKARTA 1; AREA BEKASI;CP PONDOK UNGU;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MEDAN; AREA MEDAN 1;CP LABUHAN DELI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS SANGATTA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SEMARANG; AREA PURWOKERTO;CP WONOSOBO;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );25
KANWIL MAKASAR; AREA MAKASAR 1;CP VETERAN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MEDAN; AREA MEDAN 1;CP T B ASAHAN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA DENPASAR;CP MENGWI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL JAKARTA 1; AREA BEKASI;CP TAMBUN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL JAKARTA 2; AREA TANJUNG PRIUK;UPC FRESH MARKET;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );110
KANWIL MAKASAR; AREA MAKASAR 1;CP BARRU;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL JAKARTA 1; AREA BEKASI;CP SETIA MEKAR;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL MEDAN; AREA BANDA ACEH;CPS KEUTAPANG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA DENPASAR 2;UPC HARDYS TABANAN;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MAKASAR; AREA MAKASAR 1;CP BONTOALA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MEDAN; AREA MEDAN 2;CP PARLUASAN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MAKASAR; AREA BANTAENG;CP WATAMPONE;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MANADO; AREA PALU;CP PALU BARAT;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL JAKARTA 1; AREA BEKASI;UPC CAMAN RAYA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL JAKARTA 1; AREA BEKASI;CP KRANGGAN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PONDOK MELATI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );105
KANWIL PALEMBANG; AREA JAMBI;CP SUNGAI PENUH;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MAKASAR; AREA PARE-PARE;CP MAMUJU;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BALIKPAPAN; AREA PONTIANAK;UPC DIPONEGORO;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA KUPANG;CP OESAPA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );25
KANWIL MAKASAR; AREA PALOPO;CP RANTEPAO;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SEMARANG; AREA PATI;UPC WIROSARI;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SURABAYA; AREA PAMEKASAN;CPS PASEAN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL BALIKPAPAN; AREA PONTIANAK;CP SUNGAI RAYA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL BANDUNG; AREA BANDUNG 2;CP LEMABANG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BALIKPAPAN; AREA BALIKPAPAN;UPS GN MALANG;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL PALEMBANG; AREA PALEMBANG;CP PALLIMA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL JAKARTA 1; AREA SENEN;CPS KRAMAT RAYA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MEDAN; AREA MEDAN 1;CP TEBING TINGGI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MAKASAR; AREA KENDARI;CP UNAAHA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MEDAN; AREA MEDAN 1;UPS PANTON LABU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BALIKPAPAN; AREA BALIKPAPAN;CP TANAH GROGOT;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL MEDAN; AREA BANDA ACEH;CPS MEULABOH;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL MAKASAR; AREA MAKASAR 1;CP PANGKEP;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );105
KANWIL MEDAN; AREA MEDAN 2;UPS BINJAI SYARIAH;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );105
KANWIL PEKANBARU; AREA PADANG;CP TERANDAM;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL DENPASAR; AREA DENPASAR;CP DENPASAR;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL BALIKPAPAN; AREA PONTIANAK;CP JERUJU;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL PEKANBARU; AREA BATAM;CP NATUNA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL SEMARANG; AREA PURWOKERTO;UPC NGADIREJO;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL DENPASAR; AREA AMPENAN;CP PRAYA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA AMPENAN;CPS CAKRANEGARA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );92.5
KANWIL MAKASAR; AREA AMBON;CP TUAL;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL PEKANBARU; AREA PADANG;UPS SITEBA;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL SURABAYA; AREA SURABAYA 2;UPC SEKARPUTIH;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL BALIKPAPAN; AREA BANJARMASIN;CP BARABAI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL SURABAYA; AREA MALANG;CP SINGOSARI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL JAKARTA 1; AREA JATIWARINGIN;CP PEKAYON;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );87.5
KANWIL PALEMBANG; AREA JAMBI;CP JAMBI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL JAKARTA 1; AREA BEKASI;CP KALIMALANG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MEDAN; AREA BANDA ACEH;CPS BIREUEN;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL DENPASAR; AREA DENPASAR 2;CP BOLOSILA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA ENDE;CP LARANTUKA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL JAKARTA 1; AREA BEKASI;CPS METRO BOULEVARD CIKARANG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL MAKASAR; AREA MAKASAR 2;CP HERTASNING;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL DENPASAR; AREA KUPANG;CP OEPURA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );50
KANWIL MAKASAR; AREA PARE-PARE;CP MAJENE;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );105
KANWIL MANADO; AREA PALU;CP PALU TIMUR;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL PEKANBARU; AREA PEKANBARU;CP BUKIT TINGGI;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );37.5
KANWIL MEDAN; AREA MEDAN 2;UPS MEDAN SYARIAH;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MAKASAR; AREA PARE-PARE;UPS TARAILU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );75
KANWIL MANADO; AREA SORONG;CP SORONG;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );92.5
KANWIL DENPASAR; AREA ENDE;CP WOLOWONA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );0
KANWIL DENPASAR; AREA DENPASAR;CP KUTA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL PALEMBANG; AREA JAMBI;UPS KOTO BARU;upc;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
KANWIL MEDAN; AREA BANDA ACEH;CPS BANDA ACEH;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL MEDAN; AREA MEDAN 1;CP MEDAN UTAMA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );62.5
KANWIL MAKASAR; AREA PALOPO;CP BELOPA;cabang;SATPAM;Sikap Satpam Saat Nasabah Keluar (Jika ada satpam didalam );100
